Year;Country;Growth rate per annum 2021;Growth rate per annum 2011-21;Share 2021;Value (Million Tonnes)
1998;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;26.235
1998;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;60.215
1998;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;41.17700000000001
1998;USSR;;;0.0;0.0
1998;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;2.9519999999999995
1998;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;2.4833000000000003
1998;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.12637
1998;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;4.361000000000001
1998;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;647.1026618734444
1999;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;201.095
1999;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
1999;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;67.03721270000003
1999;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;255.20315394820156
1999;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;73.68
1999;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;3.91
1999;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.5057300000000002
2000;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;14.275999999999998
2000;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;162.82
2000;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;62.88999999999999
2000;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;2.501
2000;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;77.040185
2000;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.4574169999999995
2000;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2627.418680871261
2001;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;8.857092656903498
2001;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;26.611280336023132
2001;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;66.10600000000001
2001;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;14.070262
2001;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;22.684
2001;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;79.07669984917044
2001;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;274.3250430677743
2001;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;335.48199999999997
2001;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;92.54046
2001;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;19.606995
2001;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;631.4090215403666
2002;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;39.48446487999999
2002;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;26.01805667445428
2002;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;63.356
2002;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;208.416
2002;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
2002;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;62.242
2002;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;73.73025985778926
2002;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;258.90771404036064
2002;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;220.21249100000003
2002;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;16.409000000000002
2003;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;50.02809337
2003;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;7.03
2003;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.4531105084745762
2003;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;68.29899999999999
2003;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;13.358823000000001
2003;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;33.081999999999994
2003;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;5.1798910000000005
2003;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2111.0484917966405
2004;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;53.887596
2004;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;26.485011300245386
2004;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;25.096057000000002
2004;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;407.98771821702417
2004;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;1.338514
2004;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;35.475840623425576
2004;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;623.7022076873402
2005;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;12.657043477938855
2005;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;203.072
2005;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;60.76600000000001
2005;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;7.5171
2005;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2198.7755823264124
2006;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;8.12221
2006;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;197.40600000000003
2006;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;34.931999999999995
2006;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
2006;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;62.393
2006;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;96.1591
2006;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;2.551
2006;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;244.77483300000003
2006;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;1.7655269999999998
2006;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2233.0370912773237
2006;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;609.1615338677068
2007;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;42.483
2007;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;36.759669933456
2007;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2232.829359171468
2008;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;14.420357004375052
2008;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;1063.0471961223
2008;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;65.72
2008;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;408.04650206
2008;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;240.24996800000002
2008;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.977500000000001
2008;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;2.773
2008;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;18.095385
2009;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;12.694348969055106
2009;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;975.154054894502
2009;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;56.417
2009;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;64.893
2009;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;135.17200000000003
2009;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;100.85405099999998
2009;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;422.51980795794924
2009;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;34.4422424135
2009;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2151.137210448024
2010;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;182.303
2010;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;18.346630369367602
2010;China;0.060418390703862235;0.009213240799223366;0.50485659904504;3428.4472999999994
2010;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;25.161900000000006
2010;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;2.084
2010;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;18.258062
2011;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;9.554999999999998
2011;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;70.4292170292662
2011;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;32.994
2011;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;4.958983
2011;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;3.227
2011;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;21.327106
2012;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.997383
2012;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;33.946999999999996
2012;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;63.179899820490945
2012;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;120.5273
2012;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;605.616
2012;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;31.139
2012;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;2.094
2013;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;53.924
2013;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;60.39249726
2013;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;3.1142
2013;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;41.06399999999999
2014;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;0.80064
2014;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;50.845
2014;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;9.551
2014;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;23.566999999999997
2014;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;3.8989999999999996
2014;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;11.647611787657707
2014;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;4.123131000000001
2014;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;9.42852613
2014;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.98444722
2015;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;0.801697
2015;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;46.246
2015;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;25.497000000000003
2015;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;58.413999999999994
2015;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;8.598017523225451
2015;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;107.31819779575628
2015;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;503.74548864000013
2015;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;44.93340816666667
2015;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2014.2182673608775
2016;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;62.3515
2016;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;11.408949982206602
2016;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;7.500464
2016;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;175.396
2016;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;32.638000000000005
2016;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;9.216
2016;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;4.1777964297208765
2016;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;58.99334841796721
2016;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;103.074
2016;USSR;;;0.0;0.0
2016;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;502.127447901
2016;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;1.340424
2016;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;4.099
2016;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;1.7259999999999998
2017;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.841825
2017;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;175.122
2017;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;412.54034065543937
2017;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;4.03863
2017;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;711.6809999999998
2017;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;461.248184
2017;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.918563
2017;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;1869.356202145403
2018;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;86.32700000000001
2018;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;7.8980000000000015
2018;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;122.427868
2018;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;37.67547709710642
2018;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;501.96022714261596
2018;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;557.7729400000001
2018;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;1.040705
2018;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;475.13039412362366
2019;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;41.026758
2019;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;0.12584
2019;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;26.07
2019;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;4.0479400000000005
2019;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;254.41072000000003
2019;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;505.408428413508
2019;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;14.077965
2019;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;381.5989659964665
2020;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;7.060094336269093
2020;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;0.4386961428571429
2020;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;22.543402
2020;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;1.6732900000000002
2020;China;0.060418390703862235;0.009213240799223366;0.50485659904504;3901.5771
2020;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;1416.2231911175168
2021;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;524.4082998904422
2021;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;126.00000000000004
2021;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;36.44755587314441
2021;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;24.922978077799176
2021;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;1.0538200000000002
2021;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;115.6939
2021;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;433.67058823529413
2021;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;6.853439445628997
2021;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;234.49479178299862
2021;China;0.060418390703862235;0.009213240799223366;0.50485659904504;4126.0
2021;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.867610285
2021;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;0.8980000000000001
2021;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;6670.1418491716395
1981;Colombia;0.14233017319863284;0.035784157778402936;0.007292645008018513;3.9904
1981;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;25.942181
1981;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;198.64
1981;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;0.0
1981;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;130.42
1981;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.6731849999999997
1981;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;130.1
1981;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;19.865
1981;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;1857.5712657524227
1981;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1015.065494
1982;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;226.96000000000004
1982;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;41.433
1982;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
1982;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;39.30499999999999
1982;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;22.671999999999997
1982;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;0.0
1982;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;124.711
1982;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;109.24011886701142
1982;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;0.0
1982;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.254185
1982;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.244384
1982;South Korea;0.11632946617016415;0.0807410599343773;0.00010987911438256083;20.116
1983;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;6.299999999999999
1983;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1059.081943
1984;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;7.518999999999999
1984;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;124.93
1984;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;25.047585
1984;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;51.182
1984;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;117.07318748131716
1984;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;0.0
1984;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;162.91
1984;China;0.060418390703862235;0.009213240799223366;0.50485659904504;789.2
1984;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.31
1985;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;5.525976201696671
1985;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;521.6
1985;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;49.81899999999999
1985;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
1985;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;146.32628880000001
1985;USSR;;;0.0;0.0
1985;Uzbekistan;0.15999029822839406;0.022036181161565693;0.0005850267502070153;5.3
1985;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;8.932
1985;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;173.52
1985;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;168.5635
1985;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;6.5230000000000015
1985;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1145.5258027999996
1986;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;6.2167951224778655
1986;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;0.06
1986;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;123.06
1986;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;38.323
1986;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;423.94800000000004
1986;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;176.72000000000003
1986;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;169.18
1986;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;16.01
1986;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.5179469999999995
1986;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2331.771025005046
1986;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2247.0501191036474
1986;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1157.2276026000004
1987;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;61.207
1987;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;36.82
1987;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;122.15
1987;Greece;0.12439241484026642;0.20775296576839075;0.0006992484502302842;44.611999999999995
1987;Poland;0.07187884398472422;0.02544615299471864;0.013170857044768721;266.21
1987;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
1987;USSR;;;0.0;0.0
1987;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;8.651
1987;Zimbabwe;0.20035738172266493;0.023729341127490144;0.0003963497610064888;4.83
1987;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.41
1987;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;6.9312570000000004
1987;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2308.325398657557
1988;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;70.643
1988;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;1.07
1988;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;119.79999999999998
1988;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;104.066
1988;USSR;;;0.0;0.0
1988;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.338316
1988;Japan;0.12363858493504876;0.061402152128787635;8.255775824320797e-05;11.23
1988;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;2.438071
1988;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;52.54652352896662
1989;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;6.77053393159806
1989;Serbia;0.07948120091690969;0.011164046136950989;0.004459716214643665;0.0
1989;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.251434
1989;India;0.07130963858723316;0.037068965826993816;0.09926513454068905;215.29
1989;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.72
1989;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2466.781165991849
1989;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;1122.2196499532747
1990;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;2.15
1990;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;131.44299999999998
1990;Other CIS;0.0985833829096252;0.06155879571526457;0.0008385855865926758;7.632000000000001
1990;Mongolia;0.24775084449817752;0.00206923151097671;0.003954375575690253;7.157000000000001
1990;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.8199999999999994
1990;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;5.1
1990;of which: OECD;0.06380991183012563;0.03714854139014789;0.18384267350441383;2331.282480645426
1990;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;987.283608747096
1991;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;71.13419999999998
1991;US;0.08256960177475148;0.06193897925578562;0.06416650285838102;903.5413382898204
1991;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;135.23
1991;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.326542
1991;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;13.840000000000002
1991;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.83
1991;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;46.78400945066228
1991;Non-OECD;0.05900431417266949;0.014729935856491405;0.8161573264955859;2384.245924202501
1991;European Union #;0.09720623180788435;0.05046664580128413;0.0416403865520049;877.4539223863352
1992;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;2.48
1992;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;38.37
1992;Spain;0.04082989480390786;0.34314250359906207;1.2113621741507261e-05;33.299
1992;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;84.49299999999998
1992;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;126.536
1992;South Africa;0.0434509168517383;0.007471407394631702;0.02869273947487627;184.045893
1992;Pakistan;0.13944965230648898;0.08845664381861251;0.0009216141308791182;2.98
1992;Vietnam;0.008293739303020575;0.002616751850863519;0.0058543246174405286;5.2
1993;Other S. & Cent. America;0.6116409748058773;0.1538890511163924;2.078968030892012e-05;2.0468386451612903
1993;Kazakhstan;0.023045193099687333;0.0006507673971308803;0.014156284266664312;111.88
1993;Russian Federation;0.08806013956441316;0.02541930424262473;0.05306385319494244;311.86205882352937
1993;Other Africa;0.28291411330910066;0.2188690523477641;0.001923898592540518;2.17131
1993;China;0.060418390703862235;0.009213240799223366;0.50485659904504;1150.67
1993;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;38.39845365403183
1994;Canada;0.03497038056334589;0.03601899549012544;0.0057191557897551745;72.8233
1994;Venezuela;0.4445800462101157;0.24473357140199192;1.9298342461462123e-05;4.44
1994;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;76.944
1994;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;88.59800000000001
1994;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;49.785
1994;Australia;0.02116683601316338;0.012366836805291825;0.0585606985827059;236.387
1994;Indonesia;0.09214398182849903;0.05683054477326621;0.07512773448641624;32.87
1994;New Zealand;0.02014585239989719;0.05329918501445485;0.000350880265601473;3.033235
1994;Thailand;0.07622026137876214;0.03971184766106084;0.00174014904940639;17.104871
1994;Other Asia Pacific;0.06921512985474632;0.04004659187085946;0.007014259931471302;35.729739787063224
1995;Mexico;0.036751038659836865;0.09237433050601762;0.0009105802231721182;8.889171051344901
1995;Brazil;0.17023494297908837;0.008578213816110125;0.0010081709024133358;5.101425000000001
1995;Bulgaria;0.2681000757605534;0.026079081685833394;0.0034883783048158933;33.22759344794985
1995;Czech Republic;0.001548048060778573;0.059356025660057155;0.0038540575854745032;74.33200000000002
1995;Germany;0.17639856126119247;0.039512168236050194;0.015417336761918336;246.68400000000003
1995;Hungary;0.18347694158636674;0.06294396198179919;0.0006102743817677052;14.451923999999998
1995;Romania;0.18525841020844336;0.06690142480279071;0.00217420974452583;41.127
1995;Turkey;0.14932150581452786;0.012033995537216624;0.010478024230798112;55.07299999999999
1995;Ukraine;0.022555655053976054;0.08884036755734281;0.0030495710010741105;77.875
1995;United Kingdom;0.36848533243957005;0.24934977155217042;0.00012894522084479985;53.037
1995;Other Europe;0.08143485051837951;0.04231395217761902;0.005592722588804486;99.32356627851854
