spo_id,lat,long,pollutant,station,network,zone
SPO-FR01001_38,49.535004,5.804447,38,STA-FR01001,NET-FR075A,ZON-FR44ZRE01
SPO-FR01001_8,49.535004,5.804447,8,STA-FR01001,NET-FR075A,ZON-FR44ZRE01
SPO-FR01001_7,49.535004,5.804447,7,STA-FR01001,NET-FR075A,ZON-FR44ZRE01
SPO-FR01001_5,49.535004,5.804447,5,STA-FR01001,NET-FR075A,ZON-FR44ZRE01
SPO-FR01005_10,49.324722,6.076108,10,STA-FR01005,NET-FR075A,ZON-FR01A01
SPO-FR01005_38,49.324722,6.076108,38,STA-FR01005,NET-FR075A,ZON-FR01A01
SPO-FR01005_8,49.324722,6.076108,8,STA-FR01005,NET-FR075A,ZON-FR01A01
SPO-FR01005_5,49.324722,6.076108,5,STA-FR01005,NET-FR075A,ZON-FR44ZAG02
SPO-FR01005_1,49.324722,6.076108,1,STA-FR01005,NET-FR075A,ZON-FR01A01
SPO-FR01006_38,49.32083,6.14,38,STA-FR01006,NET-FR075A,ZON-FR01A01
SPO-FR01006_8,49.32083,6.14,8,STA-FR01006,NET-FR075A,ZON-FR01A01
SPO-FR01006_5,49.32083,6.14,5,STA-FR01006,NET-FR075A,ZON-FR01A01
SPO-FR01006_1,49.32083,6.14,1,STA-FR01006,NET-FR075A,ZON-FR01A01
SPO-FR01009_5,49.271393,6.1325,5,STA-FR01009,NET-FR075A,ZON-FR44ZAG02
SPO-FR01009_1,49.271393,6.1325,1,STA-FR01009,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_5018,49.119442,6.180833,5018,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_5014,49.119442,6.180833,5014,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_38,49.119442,6.180833,38,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_8,49.119442,6.180833,8,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_5015,49.119442,6.180833,5015,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_7,49.119442,6.180833,7,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_5,49.119442,6.180833,5,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_6001,49.119442,6.180833,6001,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01011_5012,49.119442,6.180833,5012,STA-FR01011,NET-FR075A,ZON-FR44ZAG02
SPO-FR01012_38,49.110283,6.223336,38,STA-FR01012,NET-FR075A,ZON-FR44ZAG02
SPO-FR01012_8,49.110283,6.223336,8,STA-FR01012,NET-FR075A,ZON-FR44ZAG02
SPO-FR01012_5,49.110283,6.223336,5,STA-FR01012,NET-FR075A,ZON-FR44ZAG02
SPO-FR01012_1,49.110283,6.223336,1,STA-FR01012,NET-FR075A,ZON-FR44ZAG02
SPO-FR01014_38,48.915,6.058336,38,STA-FR01014,NET-FR075A,ZON-FR01N20
SPO-FR01014_8,48.915,6.058336,8,STA-FR01014,NET-FR075A,ZON-FR01N20
SPO-FR01014_5,48.915,6.058336,5,STA-FR01014,NET-FR075A,ZON-FR44ZRE01
SPO-FR01014_1,48.915,6.058336,1,STA-FR01014,NET-FR075A,ZON-FR01N20
SPO-FR01015_5,48.884724,6.051392,5,STA-FR01015,NET-FR075A,ZON-FR44ZRE01
SPO-FR01015_1,48.884724,6.051392,1,STA-FR01015,NET-FR075A,ZON-FR01N20
SPO-FR01016_38,48.886387,6.093611,38,STA-FR01016,NET-FR075A,ZON-FR44ZRE01
SPO-FR01016_8,48.886387,6.093611,8,STA-FR01016,NET-FR075A,ZON-FR44ZRE01
SPO-FR01016_5,48.886387,6.093611,5,STA-FR01016,NET-FR075A,ZON-FR44ZRE01
SPO-FR01016_1,48.886387,6.093611,1,STA-FR01016,NET-FR075A,ZON-FR44ZRE01
SPO-FR01018_38,49.107502,6.122775,38,STA-FR01018,NET-FR075A,ZON-FR44ZAG02
SPO-FR01018_8,49.107502,6.122775,8,STA-FR01018,NET-FR075A,ZON-FR44ZAG02
SPO-FR01018_7,49.107502,6.122775,7,STA-FR01018,NET-FR075A,ZON-FR44ZAG02
SPO-FR01019_38,49.36861,6.160831,38,STA-FR01019,NET-FR075A,ZON-FR44ZAG02
SPO-FR01019_8,49.36861,6.160831,8,STA-FR01019,NET-FR075A,ZON-FR44ZAG02
SPO-FR01019_5,49.36861,6.160831,5,STA-FR01019,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_38,49.358337,6.156942,38,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_8,49.358337,6.156942,8,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_7,49.358337,6.156942,7,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_5,49.358337,6.156942,5,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_6001,49.358337,6.156942,6001,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01020_1,49.358337,6.156942,1,STA-FR01020,NET-FR075A,ZON-FR44ZAG02
SPO-FR01021_38,49.394444,6.201392,38,STA-FR01021,NET-FR075A,ZON-FR44ZAG02
SPO-FR01021_8,49.394444,6.201392,8,STA-FR01021,NET-FR075A,ZON-FR44ZAG02
SPO-FR01021_7,49.394444,6.201392,7,STA-FR01021,NET-FR075A,ZON-FR44ZAG02
SPO-FR01022_38,49.131115,6.207225,38,STA-FR01022,NET-FR075A,ZON-FR44ZAG02
SPO-FR01022_8,49.131115,6.207225,8,STA-FR01022,NET-FR075A,ZON-FR44ZAG02
SPO-FR01022_5,49.131115,6.207225,5,STA-FR01022,NET-FR075A,ZON-FR44ZAG02
SPO-FR01022_1,49.131115,6.207225,1,STA-FR01022,NET-FR075A,ZON-FR44ZAG02
SPO-FR01059_10,49.3374,6.08207,10,STA-FR01059,NET-FR075A,ZON-FR01A01
SPO-FR01059_38,49.3374,6.08207,38,STA-FR01059,NET-FR075A,ZON-FR44ZAG02
SPO-FR01059_8,49.3374,6.08207,8,STA-FR01059,NET-FR075A,ZON-FR44ZAG02
SPO-FR01059_5,49.3374,6.08207,5,STA-FR01059,NET-FR075A,ZON-FR44ZAG02
SPO-FR01059_1,49.3374,6.08207,1,STA-FR01059,NET-FR075A,ZON-FR44ZAG02
SPO-FR01060_38,49.16885,6.212669,38,STA-FR01060,NET-FR075A,ZON-FR44ZRE01
SPO-FR01060_8,49.16885,6.212669,8,STA-FR01060,NET-FR075A,ZON-FR44ZRE01
SPO-FR01060_5,49.16885,6.212669,5,STA-FR01060,NET-FR075A,ZON-FR44ZRE01
SPO-FR01060_1,49.16885,6.212669,1,STA-FR01060,NET-FR075A,ZON-FR44ZRE01
SPO-FR01061_5029,49.3331,6.1147,5029,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5610,49.3331,6.1147,5610,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5617,49.3331,6.1147,5617,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5381,49.3331,6.1147,5381,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5623,49.3331,6.1147,5623,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5759,49.3331,6.1147,5759,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5626,49.3331,6.1147,5626,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5406,49.3331,6.1147,5406,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5419,49.3331,6.1147,5419,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01061_5655,49.3331,6.1147,5655,STA-FR01061,NET-FR075A,ZON-FR44ZAG02
SPO-FR01063_431,49.321335,6.103931,431,STA-FR01063,NET-FR075A,ZON-FR44ZAG02
SPO-FR01063_21,49.321335,6.103931,21,STA-FR01063,NET-FR075A,ZON-FR44ZAG02
SPO-FR01063_20,49.321335,6.103931,20,STA-FR01063,NET-FR075A,ZON-FR44ZAG02
SPO-FR01063_464,49.321335,6.103931,464,STA-FR01063,NET-FR075A,ZON-FR44ZAG02
SPO-FR01063_482,49.321335,6.103931,482,STA-FR01063,NET-FR075A,ZON-FR44ZAG02
SPO-FR01064_10,49.12508,6.181219,10,STA-FR01064,NET-FR075A,ZON-FR44ZAG02
SPO-FR01064_38,49.12508,6.181219,38,STA-FR01064,NET-FR075A,ZON-FR44ZAG02
SPO-FR01064_8,49.12508,6.181219,8,STA-FR01064,NET-FR075A,ZON-FR44ZAG02
SPO-FR01064_5,49.12508,6.181219,5,STA-FR01064,NET-FR075A,ZON-FR44ZAG02
SPO-FR01065_38,49.16778,5.387461,38,STA-FR01065,NET-FR075A,ZON-FR44ZRE01
SPO-FR01065_8,49.16778,5.387461,8,STA-FR01065,NET-FR075A,ZON-FR44ZRE01
SPO-FR01065_6001,49.16778,5.387461,6001,STA-FR01065,NET-FR075A,ZON-FR44ZRE01
SPO-FR01066_431,49.30513,6.101309,431,STA-FR01066,NET-FR075A,ZON-FR44ZRE01
SPO-FR01066_21,49.30513,6.101309,21,STA-FR01066,NET-FR075A,ZON-FR44ZRE01
SPO-FR01066_20,49.30513,6.101309,20,STA-FR01066,NET-FR075A,ZON-FR44ZRE01
SPO-FR01066_464,49.30513,6.101309,464,STA-FR01066,NET-FR075A,ZON-FR44ZRE01
SPO-FR01066_482,49.30513,6.101309,482,STA-FR01066,NET-FR075A,ZON-FR44ZRE01
SPO-FR02001_21,43.486233,5.171939,21,STA-FR02001,NET-FR070A,ZON-FR02N30
SPO-FR02001_20,43.486233,5.171939,20,STA-FR02001,NET-FR070A,ZON-FR93ZAG01
SPO-FR02001_7,43.486233,5.171939,7,STA-FR02001,NET-FR070A,ZON-FR93ZAG01
SPO-FR02001_1,43.486233,5.171939,1,STA-FR02001,NET-FR070A,ZON-FR93ZAG01
SPO-FR02003_1,43.386814,5.16006,1,STA-FR02003,NET-FR070A,ZON-FR93ZAG01
SPO-FR02004_7,43.41666,5.042731,7,STA-FR02004,NET-FR070A,ZON-FR93ZAG01
SPO-FR02004_1,43.41666,5.042731,1,STA-FR02004,NET-FR070A,ZON-FR93ZAG01
SPO-FR02005_38,43.405296,5.051636,38,STA-FR02005,NET-FR070A,ZON-FR93ZAG01
SPO-FR02005_8,43.405296,5.051636,8,STA-FR02005,NET-FR070A,ZON-FR93ZAG01
SPO-FR02005_5,43.405296,5.051636,5,STA-FR02005,NET-FR070A,ZON-FR93ZAG01
SPO-FR02005_1,43.405296,5.051636,1,STA-FR02005,NET-FR070A,ZON-FR93ZAG01
SPO-FR02006_1,43.358982,5.023388,1,STA-FR02006,NET-FR070A,ZON-FR93ZAG01
SPO-FR02007_1,43.36069,5.058139,1,STA-FR02007,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5018,43.40195,4.981919,5018,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5029,43.40195,4.981919,5029,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5610,43.40195,4.981919,5610,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5617,43.40195,4.981919,5617,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5381,43.40195,4.981919,5381,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5623,43.40195,4.981919,5623,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5759,43.40195,4.981919,5759,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5626,43.40195,4.981919,5626,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5014,43.40195,4.981919,5014,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5406,43.40195,4.981919,5406,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5419,43.40195,4.981919,5419,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5655,43.40195,4.981919,5655,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5015,43.40195,4.981919,5015,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5,43.40195,4.981919,5,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_6001,43.40195,4.981919,6001,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_5012,43.40195,4.981919,5012,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02008_1,43.40195,4.981919,1,STA-FR02008,NET-FR070A,ZON-FR93ZAG01
SPO-FR02009_5018,43.39378,4.801024,5018,STA-FR02009,NET-FR070A,ZON-FR02N30
SPO-FR02009_5014,43.39378,4.801024,5014,STA-FR02009,NET-FR070A,ZON-FR02N30
SPO-FR02009_5015,43.39378,4.801024,5015,STA-FR02009,NET-FR070A,ZON-FR02N30
SPO-FR02009_7,43.39378,4.801024,7,STA-FR02009,NET-FR070A,ZON-FR93ZAG01
SPO-FR02009_5,43.39378,4.801024,5,STA-FR02009,NET-FR070A,ZON-FR93ZAG01
SPO-FR02009_5012,43.39378,4.801024,5012,STA-FR02009,NET-FR070A,ZON-FR02N30
SPO-FR02009_1,43.39378,4.801024,1,STA-FR02009,NET-FR070A,ZON-FR93ZAG01
SPO-FR02011_1,43.43786,4.945116,1,STA-FR02011,NET-FR070A,ZON-FR93ZAG01
SPO-FR02012_38,43.50615,4.982898,38,STA-FR02012,NET-FR070A,ZON-FR02N30
SPO-FR02012_8,43.50615,4.982898,8,STA-FR02012,NET-FR070A,ZON-FR02N30
SPO-FR02012_7,43.50615,4.982898,7,STA-FR02012,NET-FR070A,ZON-FR93ZAG01
SPO-FR02012_1,43.50615,4.982898,1,STA-FR02012,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5018,43.458927,4.934572,5018,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5029,43.458927,4.934572,5029,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5610,43.458927,4.934572,5610,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5617,43.458927,4.934572,5617,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5381,43.458927,4.934572,5381,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5623,43.458927,4.934572,5623,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5759,43.458927,4.934572,5759,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5626,43.458927,4.934572,5626,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_431,43.458927,4.934572,431,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_21,43.458927,4.934572,21,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_20,43.458927,4.934572,20,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5014,43.458927,4.934572,5014,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5406,43.458927,4.934572,5406,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5419,43.458927,4.934572,5419,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5655,43.458927,4.934572,5655,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_38,43.458927,4.934572,38,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_8,43.458927,4.934572,8,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5015,43.458927,4.934572,5015,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_7,43.458927,4.934572,7,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5,43.458927,4.934572,5,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_5012,43.458927,4.934572,5012,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_1,43.458927,4.934572,1,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_464,43.458927,4.934572,464,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02013_482,43.458927,4.934572,482,STA-FR02013,NET-FR070A,ZON-FR93ZAG01
SPO-FR02014_1,43.42533,4.996785,1,STA-FR02014,NET-FR070A,ZON-FR02N30
SPO-FR02018_1,43.548313,5.183108,1,STA-FR02018,NET-FR070A,ZON-FR93ZAG01
SPO-FR02019_38,43.44603,5.254136,38,STA-FR02019,NET-FR070A,ZON-FR93ZAG01
SPO-FR02019_8,43.44603,5.254136,8,STA-FR02019,NET-FR070A,ZON-FR93ZAG01
SPO-FR02019_7,43.44603,5.254136,7,STA-FR02019,NET-FR070A,ZON-FR93ZAG01
SPO-FR02019_1,43.44603,5.254136,1,STA-FR02019,NET-FR070A,ZON-FR93ZAG01
SPO-FR02020_38,43.510803,5.220046,38,STA-FR02020,NET-FR070A,ZON-FR02N30
SPO-FR02020_8,43.510803,5.220046,8,STA-FR02020,NET-FR070A,ZON-FR02N30
SPO-FR02020_7,43.510803,5.220046,7,STA-FR02020,NET-FR070A,ZON-FR93ZAG01
SPO-FR02020_5,43.510803,5.220046,5,STA-FR02020,NET-FR070A,ZON-FR93ZAG01
SPO-FR02020_6001,43.510803,5.220046,6001,STA-FR02020,NET-FR070A,ZON-FR02N30
SPO-FR02020_1,43.510803,5.220046,1,STA-FR02020,NET-FR070A,ZON-FR93ZAG01
SPO-FR02021_7,43.331245,5.117696,7,STA-FR02021,NET-FR070A,ZON-FR93ZAG01
SPO-FR02021_1,43.331245,5.117696,1,STA-FR02021,NET-FR070A,ZON-FR93ZAG01
SPO-FR02022_38,43.675114,4.62921,38,STA-FR02022,NET-FR070A,ZON-FR93ZRE01
SPO-FR02022_8,43.675114,4.62921,8,STA-FR02022,NET-FR070A,ZON-FR93ZRE01
SPO-FR02022_7,43.675114,4.62921,7,STA-FR02022,NET-FR070A,ZON-FR93ZRE01
SPO-FR02022_5,43.675114,4.62921,5,STA-FR02022,NET-FR070A,ZON-FR93ZRE01
SPO-FR02023_7,43.788376,4.83465,7,STA-FR02023,NET-FR070A,ZON-FR03N20
SPO-FR02024_7,43.457077,4.428002,7,STA-FR02024,NET-FR070A,ZON-FR93ZRE01
SPO-FR02026_7,43.584694,5.006452,7,STA-FR02026,NET-FR070A,ZON-FR02N30
SPO-FR02026_5,43.584694,5.006452,5,STA-FR02026,NET-FR070A,ZON-FR93ZAG01
SPO-FR02028_21,43.386562,5.026868,21,STA-FR02028,NET-FR070A,ZON-FR02N30
SPO-FR02028_20,43.386562,5.026868,20,STA-FR02028,NET-FR070A,ZON-FR93ZAG01
SPO-FR02028_1,43.386562,5.026868,1,STA-FR02028,NET-FR070A,ZON-FR93ZAG01
SPO-FR02029_38,43.399548,5.113214,38,STA-FR02029,NET-FR070A,ZON-FR93ZAG01
SPO-FR02029_8,43.399548,5.113214,8,STA-FR02029,NET-FR070A,ZON-FR93ZAG01
SPO-FR02029_5,43.399548,5.113214,5,STA-FR02029,NET-FR070A,ZON-FR93ZAG01
SPO-FR02029_1,43.399548,5.113214,1,STA-FR02029,NET-FR070A,ZON-FR93ZAG01
SPO-FR02030_1,43.47201,5.167704,1,STA-FR02030,NET-FR070A,ZON-FR02N30
SPO-FR02031_431,43.415688,5.216875,431,STA-FR02031,NET-FR070A,ZON-FR02N30
SPO-FR02031_21,43.415688,5.216875,21,STA-FR02031,NET-FR070A,ZON-FR02N30
SPO-FR02031_20,43.415688,5.216875,20,STA-FR02031,NET-FR070A,ZON-FR02N30
SPO-FR02031_10,43.415688,5.216875,10,STA-FR02031,NET-FR070A,ZON-FR93ZAG01
SPO-FR02031_38,43.415688,5.216875,38,STA-FR02031,NET-FR070A,ZON-FR93ZAG01
SPO-FR02031_8,43.415688,5.216875,8,STA-FR02031,NET-FR070A,ZON-FR93ZAG01
SPO-FR02031_5,43.415688,5.216875,5,STA-FR02031,NET-FR070A,ZON-FR93ZAG01
SPO-FR02031_1,43.415688,5.216875,1,STA-FR02031,NET-FR070A,ZON-FR93ZAG01
SPO-FR02031_464,43.415688,5.216875,464,STA-FR02031,NET-FR070A,ZON-FR02N30
SPO-FR02031_482,43.415688,5.216875,482,STA-FR02031,NET-FR070A,ZON-FR02N30
SPO-FR02033_1,43.339893,5.058827,1,STA-FR02033,NET-FR070A,ZON-FR93ZAG01
SPO-FR02034_1,43.37571,5.064025,1,STA-FR02034,NET-FR070A,ZON-FR02N30
SPO-FR02035_1,43.330868,5.151234,1,STA-FR02035,NET-FR070A,ZON-FR93ZAG01
SPO-FR02036_1,43.398804,5.072803,1,STA-FR02036,NET-FR070A,ZON-FR02N30
SPO-FR02037_38,43.413944,4.985996,38,STA-FR02037,NET-FR070A,ZON-FR93ZAG01
SPO-FR02037_8,43.413944,4.985996,8,STA-FR02037,NET-FR070A,ZON-FR93ZAG01
SPO-FR02037_1,43.413944,4.985996,1,STA-FR02037,NET-FR070A,ZON-FR93ZAG01
SPO-FR02041_38,43.639004,5.101097,38,STA-FR02041,NET-FR070A,ZON-FR93ZAG01
SPO-FR02041_8,43.639004,5.101097,8,STA-FR02041,NET-FR070A,ZON-FR93ZAG01
SPO-FR02041_7,43.639004,5.101097,7,STA-FR02041,NET-FR070A,ZON-FR93ZAG01
SPO-FR02041_5,43.639004,5.101097,5,STA-FR02041,NET-FR070A,ZON-FR93ZAG01
SPO-FR02041_1,43.639004,5.101097,1,STA-FR02041,NET-FR070A,ZON-FR03N10
SPO-FR02043_10,43.41653,5.222281,10,STA-FR02043,NET-FR070A,ZON-FR93ZAG01
SPO-FR02043_38,43.41653,5.222281,38,STA-FR02043,NET-FR070A,ZON-FR93ZAG01
SPO-FR02043_8,43.41653,5.222281,8,STA-FR02043,NET-FR070A,ZON-FR93ZAG01
SPO-FR02043_5,43.41653,5.222281,5,STA-FR02043,NET-FR070A,ZON-FR93ZAG01
SPO-FR02043_1,43.41653,5.222281,1,STA-FR02043,NET-FR070A,ZON-FR93ZAG01
SPO-FR03004_431,43.31543,5.386739,431,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03004_21,43.31543,5.386739,21,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03004_20,43.31543,5.386739,20,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03004_10,43.31543,5.386739,10,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03004_38,43.31543,5.386739,38,STA-FR03004,NET-FR070A,ZON-FR93ZAG01
SPO-FR03004_8,43.31543,5.386739,8,STA-FR03004,NET-FR070A,ZON-FR93ZAG01
SPO-FR03004_464,43.31543,5.386739,464,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03004_482,43.31543,5.386739,482,STA-FR03004,NET-FR070A,ZON-FR03A02
SPO-FR03006_5029,43.27645,5.39736,5029,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5610,43.27645,5.39736,5610,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5617,43.27645,5.39736,5617,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5381,43.27645,5.39736,5381,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5623,43.27645,5.39736,5623,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5759,43.27645,5.39736,5759,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5626,43.27645,5.39736,5626,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_431,43.27645,5.39736,431,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_21,43.27645,5.39736,21,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_20,43.27645,5.39736,20,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5406,43.27645,5.39736,5406,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5419,43.27645,5.39736,5419,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5655,43.27645,5.39736,5655,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_38,43.27645,5.39736,38,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_8,43.27645,5.39736,8,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_5,43.27645,5.39736,5,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_6001,43.27645,5.39736,6001,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_464,43.27645,5.39736,464,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03006_482,43.27645,5.39736,482,STA-FR03006,NET-FR070A,ZON-FR93ZAG01
SPO-FR03014_5018,43.34805,5.360119,5018,STA-FR03014,NET-FR070A,ZON-FR03A02
SPO-FR03014_5014,43.34805,5.360119,5014,STA-FR03014,NET-FR070A,ZON-FR03A02
SPO-FR03014_38,43.34805,5.360119,38,STA-FR03014,NET-FR070A,ZON-FR93ZAG01
SPO-FR03014_8,43.34805,5.360119,8,STA-FR03014,NET-FR070A,ZON-FR93ZAG01
SPO-FR03014_5015,43.34805,5.360119,5015,STA-FR03014,NET-FR070A,ZON-FR03A02
SPO-FR03014_5,43.34805,5.360119,5,STA-FR03014,NET-FR070A,ZON-FR93ZAG01
SPO-FR03014_5012,43.34805,5.360119,5012,STA-FR03014,NET-FR070A,ZON-FR03A02
SPO-FR03021_38,43.524075,5.448164,38,STA-FR03021,NET-FR070A,ZON-FR93ZAG01
SPO-FR03021_8,43.524075,5.448164,8,STA-FR03021,NET-FR070A,ZON-FR93ZAG01
SPO-FR03021_5,43.524075,5.448164,5,STA-FR03021,NET-FR070A,ZON-FR93ZAG01
SPO-FR03027_7,43.3352,5.727365,7,STA-FR03027,NET-FR070A,ZON-FR93ZRE01
SPO-FR03029_38,43.530285,5.440912,38,STA-FR03029,NET-FR070A,ZON-FR93ZAG01
SPO-FR03029_8,43.530285,5.440912,8,STA-FR03029,NET-FR070A,ZON-FR93ZAG01
SPO-FR03029_7,43.530285,5.440912,7,STA-FR03029,NET-FR070A,ZON-FR03A02
SPO-FR03029_5,43.530285,5.440912,5,STA-FR03029,NET-FR070A,ZON-FR93ZAG01
SPO-FR03029_6001,43.530285,5.440912,6001,STA-FR03029,NET-FR070A,ZON-FR93ZAG01
SPO-FR03030_38,43.453583,5.466672,38,STA-FR03030,NET-FR070A,ZON-FR93ZAG01
SPO-FR03030_8,43.453583,5.466672,8,STA-FR03030,NET-FR070A,ZON-FR93ZAG01
SPO-FR03030_5,43.453583,5.466672,5,STA-FR03030,NET-FR070A,ZON-FR93ZAG01
SPO-FR03030_6001,43.453583,5.466672,6001,STA-FR03030,NET-FR070A,ZON-FR93ZAG01
SPO-FR03030_1,43.453583,5.466672,1,STA-FR03030,NET-FR070A,ZON-FR93ZAG01
SPO-FR03031_7,43.708584,5.758152,7,STA-FR03031,NET-FR070A,ZON-FR03N20
SPO-FR03032_38,43.293137,5.574184,38,STA-FR03032,NET-FR070A,ZON-FR93ZAG01
SPO-FR03032_8,43.293137,5.574184,8,STA-FR03032,NET-FR070A,ZON-FR93ZAG01
SPO-FR03032_7,43.293137,5.574184,7,STA-FR03032,NET-FR070A,ZON-FR93ZAG01
SPO-FR03037_431,43.28334,5.511384,431,STA-FR03037,NET-FR070A,ZON-FR03A02
