spo_id,lat,long,pollutant,station,network,zone
SPO-FR05084_464,49.493332,0.571853,464,STA-FR05084,NET-FR069A,ZON-FR28ZAR01
SPO-FR05084_482,49.493332,0.571853,482,STA-FR05084,NET-FR069A,ZON-FR28ZAR01
SPO-FR05085_1,49.512146,0.539036,1,STA-FR05085,NET-FR069A,ZON-FR28ZAR01
SPO-FR05087_38,49.498295,0.758833,38,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05087_8,49.498295,0.758833,8,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05087_9,49.498295,0.758833,9,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05087_7,49.498295,0.758833,7,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05087_6001,49.498295,0.758833,6001,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05087_1,49.498295,0.758833,1,STA-FR05087,NET-FR069A,ZON-FR28ZRE01
SPO-FR05088_7,49.75,0.4159,7,STA-FR05088,NET-FR069A,ZON-FR28ZRE01
SPO-FR05089_431,49.500187,0.110903,431,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_21,49.500187,0.110903,21,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_20,49.500187,0.110903,20,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_10,49.500187,0.110903,10,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_38,49.500187,0.110903,38,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_8,49.500187,0.110903,8,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_5,49.500187,0.110903,5,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_6001,49.500187,0.110903,6001,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_464,49.500187,0.110903,464,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05089_482,49.500187,0.110903,482,STA-FR05089,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_38,49.514687,0.100645,38,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_8,49.514687,0.100645,8,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_7,49.514687,0.100645,7,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_5,49.514687,0.100645,5,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_6001,49.514687,0.100645,6001,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05090_1,49.514687,0.100645,1,STA-FR05090,NET-FR069A,ZON-FR28ZAR01
SPO-FR05500_431,49.4989,0.2296,431,STA-FR05500,NET-FR069A,ZON-FR28ZAR01
SPO-FR05500_21,49.4989,0.2296,21,STA-FR05500,NET-FR069A,ZON-FR28ZAR01
SPO-FR05500_20,49.4989,0.2296,20,STA-FR05500,NET-FR069A,ZON-FR28ZAR01
SPO-FR05500_464,49.4989,0.2296,464,STA-FR05500,NET-FR069A,ZON-FR28ZAR01
SPO-FR05500_482,49.4989,0.2296,482,STA-FR05500,NET-FR069A,ZON-FR28ZAR01
SPO-FR05501_431,49.4975,0.2531,431,STA-FR05501,NET-FR069A,ZON-FR28ZAR01
SPO-FR05501_21,49.4975,0.2531,21,STA-FR05501,NET-FR069A,ZON-FR28ZAR01
SPO-FR05501_20,49.4975,0.2531,20,STA-FR05501,NET-FR069A,ZON-FR28ZAR01
SPO-FR05501_464,49.4975,0.2531,464,STA-FR05501,NET-FR069A,ZON-FR28ZAR01
SPO-FR05501_482,49.4975,0.2531,482,STA-FR05501,NET-FR069A,ZON-FR28ZAR01
SPO-FR05502_431,49.4675,0.531,431,STA-FR05502,NET-FR069A,ZON-FR28ZAR01
SPO-FR05502_21,49.4675,0.531,21,STA-FR05502,NET-FR069A,ZON-FR28ZAR01
SPO-FR05502_20,49.4675,0.531,20,STA-FR05502,NET-FR069A,ZON-FR28ZAR01
SPO-FR05502_464,49.4675,0.531,464,STA-FR05502,NET-FR069A,ZON-FR28ZAR01
SPO-FR05502_482,49.4675,0.531,482,STA-FR05502,NET-FR069A,ZON-FR28ZAR01
SPO-FR05503_431,49.4675,0.5746,431,STA-FR05503,NET-FR069A,ZON-FR28ZAR01
SPO-FR05503_21,49.4675,0.5746,21,STA-FR05503,NET-FR069A,ZON-FR28ZAR01
SPO-FR05503_20,49.4675,0.5746,20,STA-FR05503,NET-FR069A,ZON-FR28ZAR01
SPO-FR05503_464,49.4675,0.5746,464,STA-FR05503,NET-FR069A,ZON-FR28ZAR01
SPO-FR05503_482,49.4675,0.5746,482,STA-FR05503,NET-FR069A,ZON-FR28ZAR01
SPO-FR05504_8,49.5032,0.1301,8,STA-FR05504,NET-FR069A,ZON-FR28ZAR01
SPO-FR06001_5018,50.35853,3.50804,5018,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_5014,50.35853,3.50804,5014,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_38,50.35853,3.50804,38,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_8,50.35853,3.50804,8,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_5015,50.35853,3.50804,5015,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_7,50.35853,3.50804,7,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_5,50.35853,3.50804,5,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_6001,50.35853,3.50804,6001,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06001_5012,50.35853,3.50804,5012,STA-FR06001,NET-FR074A,ZON-FR32ZAG01
SPO-FR06003_38,50.37822,3.06586,38,STA-FR06003,NET-FR074A,ZON-FR32ZAG01
SPO-FR06003_8,50.37822,3.06586,8,STA-FR06003,NET-FR074A,ZON-FR32ZAG01
SPO-FR06003_7,50.37822,3.06586,7,STA-FR06003,NET-FR074A,ZON-FR32ZAG01
SPO-FR06003_5,50.37822,3.06586,5,STA-FR06003,NET-FR074A,ZON-FR32ZAG01
SPO-FR06003_6001,50.37822,3.06586,6001,STA-FR06003,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_5029,50.36425,3.52273,5029,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_20,50.36425,3.52273,20,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_10,50.36425,3.52273,10,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_38,50.36425,3.52273,38,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_8,50.36425,3.52273,8,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_5,50.36425,3.52273,5,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06006_6001,50.36425,3.52273,6001,STA-FR06006,NET-FR074A,ZON-FR32ZAG01
SPO-FR06007_10,50.27936,3.97691,10,STA-FR06007,NET-FR074A,ZON-FR11N10
SPO-FR06007_38,50.27936,3.97691,38,STA-FR06007,NET-FR074A,ZON-FR32ZRE01
SPO-FR06007_8,50.27936,3.97691,8,STA-FR06007,NET-FR074A,ZON-FR32ZRE01
SPO-FR06007_7,50.27936,3.97691,7,STA-FR06007,NET-FR074A,ZON-FR32ZRE01
SPO-FR06007_5,50.27936,3.97691,5,STA-FR06007,NET-FR074A,ZON-FR32ZRE01
SPO-FR06007_1,50.27936,3.97691,1,STA-FR06007,NET-FR074A,ZON-FR11N10
SPO-FR06009_5,50.17249,3.23606,5,STA-FR06009,NET-FR074A,ZON-FR32ZRE01
SPO-FR06009_6001,50.17249,3.23606,6001,STA-FR06009,NET-FR074A,ZON-FR32ZRE01
SPO-FR06011_38,50.32276,3.39593,38,STA-FR06011,NET-FR074A,ZON-FR32ZAG01
SPO-FR06011_8,50.32276,3.39593,8,STA-FR06011,NET-FR074A,ZON-FR32ZAG01
SPO-FR06011_7,50.32276,3.39593,7,STA-FR06011,NET-FR074A,ZON-FR32ZAG01
SPO-FR06011_5,50.32276,3.39593,5,STA-FR06011,NET-FR074A,ZON-FR32ZAG01
SPO-FR06011_1,50.32276,3.39593,1,STA-FR06011,NET-FR074A,ZON-FR32ZAG01
SPO-FR06022_5,50.36641,3.33942,5,STA-FR06022,NET-FR074A,ZON-FR06A01
SPO-FR06023_38,50.420288,3.551811,38,STA-FR06023,NET-FR074A,ZON-FR32ZAG01
SPO-FR06023_8,50.420288,3.551811,8,STA-FR06023,NET-FR074A,ZON-FR32ZAG01
SPO-FR06023_5,50.420288,3.551811,5,STA-FR06023,NET-FR074A,ZON-FR32ZAG01
SPO-FR06023_1,50.420288,3.551811,1,STA-FR06023,NET-FR074A,ZON-FR32ZAG01
SPO-FR06133_38,50.09225,3.85003,38,STA-FR06133,NET-FR074A,ZON-FR32ZRE01
SPO-FR06133_8,50.09225,3.85003,8,STA-FR06133,NET-FR074A,ZON-FR32ZRE01
SPO-FR06133_7,50.09225,3.85003,7,STA-FR06133,NET-FR074A,ZON-FR32ZRE01
SPO-FR06133_5,50.09225,3.85003,5,STA-FR06133,NET-FR074A,ZON-FR32ZRE01
SPO-FR06133_6001,50.09225,3.85003,6001,STA-FR06133,NET-FR074A,ZON-FR32ZRE01
SPO-FR06134_38,50.45647,3.42794,38,STA-FR06134,NET-FR074A,ZON-FR32ZAG01
SPO-FR06134_8,50.45647,3.42794,8,STA-FR06134,NET-FR074A,ZON-FR32ZAG01
SPO-FR06134_7,50.45647,3.42794,7,STA-FR06134,NET-FR074A,ZON-FR32ZAG01
SPO-FR07001_38,45.764668,3.047194,38,STA-FR07001,NET-FR071A,ZON-FR84ZAG04
SPO-FR07001_8,45.764668,3.047194,8,STA-FR07001,NET-FR071A,ZON-FR84ZAG04
SPO-FR07001_7,45.764668,3.047194,7,STA-FR07001,NET-FR071A,ZON-FR84ZAG04
SPO-FR07004_38,45.79728,3.113833,38,STA-FR07004,NET-FR071A,ZON-FR84ZAG04
SPO-FR07004_8,45.79728,3.113833,8,STA-FR07004,NET-FR071A,ZON-FR84ZAG04
SPO-FR07004_7,45.79728,3.113833,7,STA-FR07004,NET-FR071A,ZON-FR84ZAG04
SPO-FR07004_5,45.79728,3.113833,5,STA-FR07004,NET-FR071A,ZON-FR84ZAG04
SPO-FR07004_6001,45.79728,3.113833,6001,STA-FR07004,NET-FR071A,ZON-FR84ZAG04
SPO-FR07009_38,45.772167,3.0875,38,STA-FR07009,NET-FR071A,ZON-FR84ZAG04
SPO-FR07009_8,45.772167,3.0875,8,STA-FR07009,NET-FR071A,ZON-FR84ZAG04
SPO-FR07009_7,45.772167,3.0875,7,STA-FR07009,NET-FR071A,ZON-FR84ZAG04
SPO-FR07009_5,45.772167,3.0875,5,STA-FR07009,NET-FR071A,ZON-FR84ZAG04
SPO-FR07010_38,46.344,2.598,38,STA-FR07010,NET-FR071A,ZON-FR07N10
SPO-FR07010_8,46.344,2.598,8,STA-FR07010,NET-FR071A,ZON-FR07N10
SPO-FR07010_5,46.344,2.598,5,STA-FR07010,NET-FR071A,ZON-FR07N10
SPO-FR07011_38,44.923164,2.436778,38,STA-FR07011,NET-FR071A,ZON-FR07N10
SPO-FR07011_8,44.923164,2.436778,8,STA-FR07011,NET-FR071A,ZON-FR07N10
SPO-FR07011_5,44.923164,2.436778,5,STA-FR07011,NET-FR071A,ZON-FR07N10
SPO-FR07012_38,45.045002,3.883001,38,STA-FR07012,NET-FR071A,ZON-FR07N10
SPO-FR07012_8,45.045002,3.883001,8,STA-FR07012,NET-FR071A,ZON-FR07N10
SPO-FR07012_7,45.045002,3.883001,7,STA-FR07012,NET-FR071A,ZON-FR07N10
SPO-FR07013_38,46.34,2.605,38,STA-FR07013,NET-FR071A,ZON-FR84ZRE01
SPO-FR07013_8,46.34,2.605,8,STA-FR07013,NET-FR071A,ZON-FR84ZRE01
SPO-FR07013_7,46.34,2.605,7,STA-FR07013,NET-FR071A,ZON-FR84ZRE01
SPO-FR07014_7,44.898335,2.420194,7,STA-FR07014,NET-FR071A,ZON-FR07N10
SPO-FR07016_7,46.324,2.601,7,STA-FR07016,NET-FR071A,ZON-FR84ZRE01
SPO-FR07017_38,44.93133,2.445168,38,STA-FR07017,NET-FR071A,ZON-FR07N10
SPO-FR07017_8,44.93133,2.445168,8,STA-FR07017,NET-FR071A,ZON-FR07N10
SPO-FR07017_7,44.93133,2.445168,7,STA-FR07017,NET-FR071A,ZON-FR07N10
SPO-FR07018_7,45.030003,3.876,7,STA-FR07018,NET-FR071A,ZON-FR07N10
SPO-FR07020_7,46.06028,3.515139,7,STA-FR07020,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_38,46.652668,3.600667,38,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_8,46.652668,3.600667,8,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_9,46.652668,3.600667,9,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_7,46.652668,3.600667,7,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_5,46.652668,3.600667,5,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07022_6001,46.652668,3.600667,6001,STA-FR07022,NET-FR071A,ZON-FR84ZRE01
SPO-FR07028_5018,45.929333,2.829806,5018,STA-FR07028,NET-FR071A,ZON-FR84ZRE01
SPO-FR07028_5014,45.929333,2.829806,5014,STA-FR07028,NET-FR071A,ZON-FR84ZRE01
SPO-FR07028_5015,45.929333,2.829806,5015,STA-FR07028,NET-FR071A,ZON-FR84ZRE01
SPO-FR07028_5,45.929333,2.829806,5,STA-FR07028,NET-FR071A,ZON-FR84ZRE01
SPO-FR07028_5012,45.929333,2.829806,5012,STA-FR07028,NET-FR071A,ZON-FR84ZRE01
SPO-FR07029_7,45.274727,3.687917,7,STA-FR07029,NET-FR071A,ZON-FR84ZRE01
SPO-FR07031_7,45.10472,3.277361,7,STA-FR07031,NET-FR071A,ZON-FR84ZRE01
SPO-FR07031_5,45.10472,3.277361,5,STA-FR07031,NET-FR071A,ZON-FR84ZRE01
SPO-FR07032_38,45.894196,3.115056,38,STA-FR07032,NET-FR071A,ZON-FR84ZAG04
SPO-FR07032_8,45.894196,3.115056,8,STA-FR07032,NET-FR071A,ZON-FR84ZAG04
SPO-FR07032_7,45.894196,3.115056,7,STA-FR07032,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_5018,45.775696,3.09625,5018,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_431,45.775696,3.09625,431,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_21,45.775696,3.09625,21,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_20,45.775696,3.09625,20,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_5014,45.775696,3.09625,5014,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_38,45.775696,3.09625,38,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_8,45.775696,3.09625,8,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_5015,45.775696,3.09625,5015,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_5,45.775696,3.09625,5,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_6001,45.775696,3.09625,6001,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_5012,45.775696,3.09625,5012,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_464,45.775696,3.09625,464,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07034_482,45.775696,3.09625,482,STA-FR07034,NET-FR071A,ZON-FR84ZAG04
SPO-FR07039_38,45.774727,3.062978,38,STA-FR07039,NET-FR071A,ZON-FR84ZAG04
SPO-FR07039_8,45.774727,3.062978,8,STA-FR07039,NET-FR071A,ZON-FR84ZAG04
SPO-FR07039_5,45.774727,3.062978,5,STA-FR07039,NET-FR071A,ZON-FR84ZAG04
SPO-FR07043_38,45.04286,3.888806,38,STA-FR07043,NET-FR071A,ZON-FR07N10
SPO-FR07043_8,45.04286,3.888806,8,STA-FR07043,NET-FR071A,ZON-FR07N10
SPO-FR07043_5,45.04286,3.888806,5,STA-FR07043,NET-FR071A,ZON-FR07N10
SPO-FR07045_431,45.54542,3.248247,431,STA-FR07045,NET-FR071A,ZON-FR07N20
SPO-FR07045_21,45.54542,3.248247,21,STA-FR07045,NET-FR071A,ZON-FR07N20
SPO-FR07045_20,45.54542,3.248247,20,STA-FR07045,NET-FR071A,ZON-FR07N20
SPO-FR07045_38,45.54542,3.248247,38,STA-FR07045,NET-FR071A,ZON-FR84ZRE01
SPO-FR07045_8,45.54542,3.248247,8,STA-FR07045,NET-FR071A,ZON-FR84ZRE01
SPO-FR07045_7,45.54542,3.248247,7,STA-FR07045,NET-FR071A,ZON-FR84ZRE01
SPO-FR07045_5,45.54542,3.248247,5,STA-FR07045,NET-FR071A,ZON-FR84ZRE01
SPO-FR07046_5029,45.12592,2.978781,5029,STA-FR07046,NET-FR071A,ZON-FR07N20
SPO-FR07047_38,46.4409,3.361061,38,STA-FR07047,NET-FR071A,ZON-FR07N10
SPO-FR07047_8,46.4409,3.361061,8,STA-FR07047,NET-FR071A,ZON-FR07N10
SPO-FR07048_38,46.65906,3.249311,38,STA-FR07048,NET-FR071A,ZON-FR84ZAR05
SPO-FR07048_8,46.65906,3.249311,8,STA-FR07048,NET-FR071A,ZON-FR84ZAR05
SPO-FR07049_38,46.56187,3.331089,38,STA-FR07049,NET-FR071A,ZON-FR07N10
SPO-FR07049_8,46.56187,3.331089,8,STA-FR07049,NET-FR071A,ZON-FR07N10
SPO-FR07049_7,46.56187,3.331089,7,STA-FR07049,NET-FR071A,ZON-FR07N10
SPO-FR07049_5,46.56187,3.331089,5,STA-FR07049,NET-FR071A,ZON-FR07N10
SPO-FR07051_38,45.769,3.155,38,STA-FR07051,NET-FR071A,ZON-FR84ZAG04
SPO-FR07051_8,45.769,3.155,8,STA-FR07051,NET-FR071A,ZON-FR84ZAG04
SPO-FR07051_7,45.769,3.155,7,STA-FR07051,NET-FR071A,ZON-FR84ZAG04
SPO-FR07051_5,45.769,3.155,5,STA-FR07051,NET-FR071A,ZON-FR84ZAG04
SPO-FR07052_38,44.92008,2.441082,38,STA-FR07052,NET-FR071A,ZON-FR84ZRE01
SPO-FR07052_8,44.92008,2.441082,8,STA-FR07052,NET-FR071A,ZON-FR84ZRE01
SPO-FR07052_7,44.92008,2.441082,7,STA-FR07052,NET-FR071A,ZON-FR84ZRE01
SPO-FR07052_5,44.92008,2.441082,5,STA-FR07052,NET-FR071A,ZON-FR84ZRE01
SPO-FR07052_6001,44.92008,2.441082,6001,STA-FR07052,NET-FR071A,ZON-FR84ZRE01
SPO-FR07053_38,45.780434,3.111592,38,STA-FR07053,NET-FR071A,ZON-FR84ZAG04
SPO-FR07053_8,45.780434,3.111592,8,STA-FR07053,NET-FR071A,ZON-FR84ZAG04
SPO-FR07054_38,45.039,3.887001,38,STA-FR07054,NET-FR071A,ZON-FR84ZRE01
SPO-FR07054_8,45.039,3.887001,8,STA-FR07054,NET-FR071A,ZON-FR84ZRE01
SPO-FR07054_7,45.039,3.887001,7,STA-FR07054,NET-FR071A,ZON-FR84ZRE01
SPO-FR07054_5,45.039,3.887001,5,STA-FR07054,NET-FR071A,ZON-FR84ZRE01
SPO-FR07055_7,44.984444,4.2260833,7,STA-FR07055,NET-FR071A,ZON-FR84ZRE01
SPO-FR07056_7,44.98377,4.226006,7,STA-FR07056,NET-FR071A,ZON-FR84ZRE01
SPO-FR07056_5,44.98377,4.226006,5,STA-FR07056,NET-FR071A,ZON-FR84ZRE01
SPO-FR07057_38,46.561974,3.3406389,38,STA-FR07057,NET-FR071A,ZON-FR84ZAR05
SPO-FR07057_8,46.561974,3.3406389,8,STA-FR07057,NET-FR071A,ZON-FR84ZAR05
SPO-FR07057_7,46.561974,3.3406389,7,STA-FR07057,NET-FR071A,ZON-FR84ZAR05
SPO-FR07057_5,46.561974,3.3406389,5,STA-FR07057,NET-FR071A,ZON-FR84ZAR05
SPO-FR07057_6001,46.561974,3.3406389,6001,STA-FR07057,NET-FR071A,ZON-FR84ZAR05
SPO-FR07058_38,46.34072,2.593945,38,STA-FR07058,NET-FR071A,ZON-FR84ZRE01
SPO-FR07058_8,46.34072,2.593945,8,STA-FR07058,NET-FR071A,ZON-FR84ZRE01
SPO-FR07058_7,46.34072,2.593945,7,STA-FR07058,NET-FR071A,ZON-FR84ZRE01
SPO-FR07058_5,46.34072,2.593945,5,STA-FR07058,NET-FR071A,ZON-FR84ZRE01
SPO-FR07058_6001,46.34072,2.593945,6001,STA-FR07058,NET-FR071A,ZON-FR84ZRE01
SPO-FR07059_38,46.130432,3.425694,38,STA-FR07059,NET-FR071A,ZON-FR84ZRE01
SPO-FR07059_8,46.130432,3.425694,8,STA-FR07059,NET-FR071A,ZON-FR84ZRE01
SPO-FR07059_7,46.130432,3.425694,7,STA-FR07059,NET-FR071A,ZON-FR84ZRE01
SPO-FR07059_5,46.130432,3.425694,5,STA-FR07059,NET-FR071A,ZON-FR84ZRE01
SPO-FR07060_38,45.76411,3.046111,38,STA-FR07060,NET-FR071A,ZON-FR84ZAG04
SPO-FR07060_8,45.76411,3.046111,8,STA-FR07060,NET-FR071A,ZON-FR84ZAG04
SPO-FR07060_7,45.76411,3.046111,7,STA-FR07060,NET-FR071A,ZON-FR84ZAG04
SPO-FR07061_38,45.89674,3.122254,38,STA-FR07061,NET-FR071A,ZON-FR84ZAG04
SPO-FR07061_8,45.89674,3.122254,8,STA-FR07061,NET-FR071A,ZON-FR84ZAG04
SPO-FR07061_7,45.89674,3.122254,7,STA-FR07061,NET-FR071A,ZON-FR84ZAG04
SPO-FR07061_5,45.89674,3.122254,5,STA-FR07061,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5029,45.807487,3.111111,5029,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5610,45.807487,3.111111,5610,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5617,45.807487,3.111111,5617,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5381,45.807487,3.111111,5381,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5623,45.807487,3.111111,5623,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5759,45.807487,3.111111,5759,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5626,45.807487,3.111111,5626,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5406,45.807487,3.111111,5406,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5419,45.807487,3.111111,5419,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07202_5655,45.807487,3.111111,5655,STA-FR07202,NET-FR071A,ZON-FR84ZAG04
SPO-FR07203_5029,45.86876,3.60328,5029,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5610,45.86876,3.60328,5610,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5617,45.86876,3.60328,5617,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5623,45.86876,3.60328,5623,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5759,45.86876,3.60328,5759,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5626,45.86876,3.60328,5626,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5406,45.86876,3.60328,5406,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5419,45.86876,3.60328,5419,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR07203_5655,45.86876,3.60328,5655,STA-FR07203,NET-FR071A,ZON-FR07N20
SPO-FR08003_38,43.611668,3.864722,38,STA-FR08003,NET-FR068A,ZON-FR76ZAG02
SPO-FR08003_8,43.611668,3.864722,8,STA-FR08003,NET-FR068A,ZON-FR76ZAG02
SPO-FR08004_38,43.605,3.8746,38,STA-FR08004,NET-FR068A,ZON-FR76ZAG02
SPO-FR08004_8,43.605,3.8746,8,STA-FR08004,NET-FR068A,ZON-FR76ZAG02
SPO-FR08016_38,43.591526,3.886894,38,STA-FR08016,NET-FR068A,ZON-FR76ZAG02
SPO-FR08016_8,43.591526,3.886894,8,STA-FR08016,NET-FR068A,ZON-FR76ZAG02
SPO-FR08016_7,43.591526,3.886894,7,STA-FR08016,NET-FR068A,ZON-FR76ZAG02
SPO-FR08016_5,43.591526,3.886894,5,STA-FR08016,NET-FR068A,ZON-FR76ZAG02
SPO-FR08016_6001,43.591526,3.886894,6001,STA-FR08016,NET-FR068A,ZON-FR76ZAG02
SPO-FR08017_7,43.570606,3.911556,7,STA-FR08017,NET-FR068A,ZON-FR76ZAG02
SPO-FR08018_7,43.695366,3.800817,7,STA-FR08018,NET-FR068A,ZON-FR76ZAG02
SPO-FR08018_5,43.695366,3.800817,5,STA-FR08018,NET-FR068A,ZON-FR76ZAG02
SPO-FR08020_38,43.675762,4.088422,38,STA-FR08020,NET-FR068A,ZON-FR76ZRE01
SPO-FR08020_8,43.675762,4.088422,8,STA-FR08020,NET-FR068A,ZON-FR76ZRE01
SPO-FR08020_5,43.675762,4.088422,5,STA-FR08020,NET-FR068A,ZON-FR76ZRE01
SPO-FR08020_6001,43.675762,4.088422,6001,STA-FR08020,NET-FR068A,ZON-FR76ZRE01
SPO-FR08022_38,43.287758,3.504831,38,STA-FR08022,NET-FR068A,ZON-FR76ZRE01
SPO-FR08022_8,43.287758,3.504831,8,STA-FR08022,NET-FR068A,ZON-FR76ZRE01
SPO-FR08022_7,43.287758,3.504831,7,STA-FR08022,NET-FR068A,ZON-FR76ZRE01
SPO-FR08023_7,43.40679,3.188806,7,STA-FR08023,NET-FR068A,ZON-FR76ZRE01
SPO-FR08025_7,43.59478,2.802367,7,STA-FR08025,NET-FR068A,ZON-FR76ZRE01
SPO-FR08026_20,43.4282,3.60356,20,STA-FR08026,NET-FR068A,ZON-FR76ZRE01
SPO-FR08026_38,43.4282,3.60356,38,STA-FR08026,NET-FR068A,ZON-FR76ZRE01
SPO-FR08026_8,43.4282,3.60356,8,STA-FR08026,NET-FR068A,ZON-FR76ZRE01
SPO-FR08026_5,43.4282,3.60356,5,STA-FR08026,NET-FR068A,ZON-FR76ZRE01
SPO-FR08026_6001,43.4282,3.60356,6001,STA-FR08026,NET-FR068A,ZON-FR76ZRE01
SPO-FR08030_20,43.609974,3.898611,20,STA-FR08030,NET-FR068A,ZON-FR76ZAG02
SPO-FR08030_38,43.609974,3.898611,38,STA-FR08030,NET-FR068A,ZON-FR76ZAG02
SPO-FR08030_8,43.609974,3.898611,8,STA-FR08030,NET-FR068A,ZON-FR76ZAG02
SPO-FR08030_5,43.609974,3.898611,5,STA-FR08030,NET-FR068A,ZON-FR76ZAG02
SPO-FR08030_6001,43.609974,3.898611,6001,STA-FR08030,NET-FR068A,ZON-FR76ZAG02
SPO-FR08204_38,43.82915,4.64295,38,STA-FR08204,NET-FR068A,ZON-FR93ZRE01
SPO-FR08204_8,43.82915,4.64295,8,STA-FR08204,NET-FR068A,ZON-FR93ZRE01
SPO-FR08204_7,43.82915,4.64295,7,STA-FR08204,NET-FR068A,ZON-FR93ZRE01
